,street,house_number,city,state
0,Southeast Boulder Court,NA,Snoqualmie,Washington
0,South 296th Street,2113,Federal Way,Washington
0,60th Avenue Southwest,3426,Seattle,Washington
0,Northeast 140th Street,12221,Kirkland,Washington
0,123rd Place Southeast,22309,Kent,Washington
0,439th Avenue Southeast,13698,NA,Washington
0,East Alder Street,1910,Seattle,Washington
0,211th Avenue Northeast,2100,Sammamish,Washington
0,Southeast 256th Place,21108,Maple Valley,Washington
0,31st Avenue South,1416,Seattle,Washington
0,Northeast 22nd Street,27403,NA,Washington
0,276th Avenue Southeast,46901,Enumclaw,Washington
0,114th Lane Southeast,17170,Renton,Washington
0,243rd Southeast Place,26147,Maple Valley,Washington
0,South 120th Street,6710,Seattle,Washington
0,South 124th Street,1219,Burien,Washington
0,32nd Avenue Southwest,5910,Seattle,Washington
0,Snoqualm Place,998,North Bend,Washington
0,Southwest 353rd Street,425,Federal Way,Washington
0,Southeast 60th Street,9246,Mercer Island,Washington
0,Northeast 126th Street,NA,NA,Washington
0,Southeast 321st Place,16923,Auburn,Washington
0,Green River Gorge Road,NA,NA,Washington
0,160th Court Northeast,10512,Redmond,Washington
0,Southeast 43rd Court,24253,Sammamish,Washington
0,Military Road South,19715,SeaTac,Washington
0,North 48th Street,1411,Seattle,Washington
0,13th Avenue Northwest,10343,Seattle,Washington
0,192nd Place Southeast,26126,Covington,Washington
0,Northeast 163rd Street,7404,Kenmore,Washington
0,Fremont Avenue North,9243,Seattle,Washington
0,Condon Way West,2018,Seattle,Washington
0,Klahanie Drive Southeast,4237,Sammamish,Washington
0,236th Place Northeast,1200,Sammamish,Washington
0,Southeast 229th Street,11431,Kent,Washington
0,Northeast 120th Street,1716,Seattle,Washington
0,Northeast 93rd Place,17023,Redmond,Washington
0,242nd Avenue Southeast,3999,Sammamish,Washington
0,Southeast 169th Street,42682,NA,Washington
0,Southeast 322nd Place,11803,Auburn,Washington
0,Southeast 222nd Place,12621,Kent,Washington
0,46th Avenue Southwest,4045,Seattle,Washington
0,24th Street Southeast,1235,Auburn,Washington
0,12th Avenue Northwest,7317,Seattle,Washington
0,Corliss Avenue North,11502,Seattle,Washington
0,South 120th Street,7548,Seattle,Washington
0,18th Avenue South,1750,Seattle,Washington
0,51st Avenue Northeast,7324,Seattle,Washington
0,West Mansell Street,2921,Seattle,Washington
0,185th Place Southeast,28030,Kent,Washington
0,Harmony Lane,506,Enumclaw,Washington
0,West Emerson Street,3009,Seattle,Washington
0,121st Place Southeast,7230,NA,Washington
0,Northeast 182nd Street,5815,Kenmore,Washington
0,Latona Avenue Northeast,5117,Seattle,Washington
0,Northeast 109th Street,NA,Redmond,Washington
0,16th Street Northeast,1112,Auburn,Washington
0,South 172nd Place,4700,SeaTac,Washington
0,19th Way South,37128,Federal Way,Washington
0,46th Avenue Southwest,2328,Seattle,Washington
0,Sylvan Lane Southwest,7100,Seattle,Washington
0,52nd Avenue South,29726,Auburn,Washington
0,Kenlake Place Northeast,19204,Kenmore,Washington
0,Wickstrom Place Southwest,2426,Seattle,Washington
0,Southeast Forest Street,36328,Snoqualmie,Washington
0,Southeast 265th Street,21825,Maple Valley,Washington
0,Southwest Holden Street,3946,Seattle,Washington
0,Northeast 54th Street,2108,Seattle,Washington
0,South 208th Street,2511,SeaTac,Washington
0,Southwest 110th Lane,1215,Seattle,Washington
0,8th Avenue Southwest,13716,Burien,Washington
0,Northeast 185th Street,19578,Cottage Lake,Washington
0,South Fletcher Street,4602,Seattle,Washington
0,37th Avenue Southwest,5217,Seattle,Washington
0,Doone Lane Southeast,NA,Snoqualmie,Washington
0,Northeast 50th Street,16300,Redmond,Washington
0,Northeast Juanita Drive,8655,Kirkland,Washington
0,Northeast 59th Street,5628,Seattle,Washington
0,Northeast 25th Way,17302,Redmond,Washington
0,Northeast 16th Street,10608,Bellevue,Washington
0,436th Avenue Southeast,13703,NA,Washington
0,Wildwood Boulevard Southwest,1121,Issaquah,Washington
0,Northeast 171st Street,4518,Lake Forest Park,Washington
0,16th Avenue Northeast,11716,Seattle,Washington
0,Northeast 156th Court,17200,Cottage Lake,Washington
0,Bremerton Place Northeast,104,Renton,Washington
0,North 105th Street,353,Seattle,Washington
0,19th Avenue Northwest,8530,Seattle,Washington
0,South 299th Place,1020,Federal Way,Washington
0,50th Avenue Northeast,4217,Seattle,Washington
0,39th Avenue Northeast,6503,Seattle,Washington
0,Northeast 96th Street,824,Seattle,Washington
0,119th Place Southeast,6854,Bellevue,Washington
0,11th Avenue East,2818,Seattle,Washington
0,Southeast 181st Street,14616,Renton,Washington
0,104th Avenue Northeast,11628,Kirkland,Washington
0,West 3rd Street,199,North Bend,Washington
0,South 112th Street,5009,Tukwila,Washington
0,California Avenue Southwest,8110,Seattle,Washington
0,Palmeter Lane Southeast,35256,Snoqualmie,Washington
0,Southwest 347th Street,2640,Federal Way,Washington
0,Northeast 108th Street,24927,Union Hill-Novelty Hill,Washington
0,254th Way Southeast,27465,Maple Valley,Washington
0,Southwest Brandon Street,1911,Seattle,Washington
0,Northeast 90th Street,542,Seattle,Washington
0,119th Avenue Southeast,NA,Bellevue,Washington
0,Southwest 346th Street,833,Federal Way,Washington
0,Silent Creek Avenue Southeast,6315,Snoqualmie,Washington
0,Northeast 96th Street,2715,Seattle,Washington
0,179th Place Northeast,15998,Cottage Lake,Washington
0,Seneca Avenue Northwest,266,Renton,Washington
0,90th Avenue Southeast,5322,Mercer Island,Washington
0,151st Court Southeast,18313,Renton,Washington
0,Northeast 97th Street,1042,Seattle,Washington
0,Northeast 77th Street,23047,Union Hill-Novelty Hill,Washington
0,117th Place Southeast,25813,Kent,Washington
0,192nd Avenue Southeast,2190,Sammamish,Washington
0,18th Avenue South,23401,Des Moines,Washington
0,Southeast 262nd Place,18035,Covington,Washington
0,Southeast 23rd Street,10911,Bellevue,Washington
0,20th Avenue Southwest,3704,Seattle,Washington
0,57th Avenue South,9642,Seattle,Washington
0,Southeast 24th Street,NA,Bellevue,Washington
0,10th Avenue West,2126,Seattle,Washington
0,South 152nd Street,3220,SeaTac,Washington
0,6th Avenue South,28632,Des Moines,Washington
0,Northeast 143rd Place,11236,Kirkland,Washington
0,Northeast 187th Street,5331,Kenmore,Washington
0,162nd Avenue Southeast,11311,Renton,Washington
0,278th Avenue Southeast,40121,Enumclaw,Washington
0,Southeast 203rd Street,11824,Kent,Washington
0,42nd Place South,27220,Auburn,Washington
0,Northeast 21st Street,23401,Sammamish,Washington
0,14th Avenue South,28723,Federal Way,Washington
0,91st Place Northeast,17902,Bothell,Washington
0,45th Place South,25254,Kent,Washington
0,Northeast 147th Street,1816,Shoreline,Washington
0,Northeast 117th Street,3910,Seattle,Washington
0,Northeast 117th Street,3910,Seattle,Washington
0,McKay Lane,32513,NA,Washington
0,233rd Southeast Court,26209,Maple Valley,Washington
0,North 83rd Street,718,Seattle,Washington
0,NA,NA,Bellevue,Washington
0,SR 520 Trail,NA,Redmond,Washington
0,64th Avenue South,12231,Seattle,Washington
0,133rd Place Southeast,16710,Renton,Washington
0,12th Avenue South,24429,Des Moines,Washington
0,35th Avenue Southwest,7742,Seattle,Washington
0,Vashon Avenue Southeast,214,Renton,Washington
0,Northeast 143rd Street,19599,Cottage Lake,Washington
0,Seneca Avenue Northwest,518,Renton,Washington
0,Snoqualmie Valley Trail,NA,NA,Washington
0,Northeast 147th Place,27910,Duvall,Washington
0,47th Place Northeast,17878,Lake Forest Park,Washington
0,105th Avenue Southeast,27101,Kent,Washington
0,Southeast 183rd Street,13408,Renton,Washington
0,Northwest 97th Street,848,Seattle,Washington
0,157th Avenue Southeast,4400,Bellevue,Washington
0,Northeast 41st Street,5018,Seattle,Washington
0,50th Place South,29017,Auburn,Washington
0,104th Avenue Southeast,24518,Kent,Washington
0,8th Avenue Northwest,9026,Seattle,Washington
0,Northeast 164th Street,16428,Cottage Lake,Washington
0,Northeast 158th Street,19769,Cottage Lake,Washington
0,18th Avenue Northwest,8552,Seattle,Washington
0,Northeast 173rd Place,10622,Bothell,Washington
0,Southwest Lander Street,5348,Seattle,Washington
0,Northeast 204th Place,7550,Kenmore,Washington
0,Northwest 96th Street,2335,Seattle,Washington
0,95th Place Northeast,12423,Kirkland,Washington
0,15th Avenue Northeast,NA,Shoreline,Washington
0,57th Avenue Southwest,4053,Seattle,Washington
0,12th Avenue South,4322,Seattle,Washington
0,239th Way Northeast,13361,NA,Washington
0,42nd Avenue East,2015,Seattle,Washington
0,15th Place Southwest,30627,Federal Way,Washington
0,Southeast 58th Place,13600,Bellevue,Washington
0,Palm Avenue Southwest,1424,Seattle,Washington
0,Southeast 14th Street,12136,Bellevue,Washington
0,57th Avenue South,9800,Seattle,Washington
0,276th Court Northeast,2590,NA,Washington
0,California Avenue Southwest,NA,Seattle,Washington
0,Northeast 183rd Street,30515,NA,Washington
0,224th Avenue Southeast,26831,Maple Valley,Washington
0,Northeast 10th Street,3920,Renton,Washington
0,Northeast 14th Place,21273,Sammamish,Washington
0,109th Avenue Southeast,423,Bellevue,Washington
0,197th Place Southeast,26616,Covington,Washington
0,NA,NA,Seattle,Washington
0,2nd Avenue Southwest,29414,Federal Way,Washington
0,Southeast 159th Place,14007,Renton,Washington
0,Blaine Avenue Northeast,1826,Renton,Washington
0,18th Avenue Northwest,20092,Shoreline,Washington
0,Northwest 70th Street,412,Seattle,Washington
0,Southeast 37th Street,14775,Bellevue,Washington
0,170th Place Northeast,931,Bellevue,Washington
0,South 137th Street,4295,Tukwila,Washington
0,29th Avenue,905,Seattle,Washington
0,Southeast 302nd Street,12713,Auburn,Washington
0,37th Avenue East,173,Seattle,Washington
0,Southeast 142nd Street,17229,NA,Washington
0,93rd Place Northeast,12632,Kirkland,Washington
0,Greenwood Avenue North,10709,Seattle,Washington
0,Evanston Avenue North,4222,Seattle,Washington
0,161st Avenue Northeast,1784,Bellevue,Washington
0,Southwest 325th Street,3245,Federal Way,Washington
0,12th Avenue Northwest,9020,Seattle,Washington
0,260th Avenue Southeast,14808,Issaquah,Washington
0,South 305th Street,450,Federal Way,Washington
0,24th Avenue Southwest,8124,Seattle,Washington
0,169th Court Northeast,8505,Redmond,Washington
0,Northeast 26th Place,22254,Sammamish,Washington
0,Southeast 58th Street,15385,Bellevue,Washington
0,South 124th Street,115,Burien,Washington
0,30th Place South,13912,SeaTac,Washington
0,Greenwood Avenue North,10310,Seattle,Washington
0,Northeast 25th Street,25865,NA,Washington
0,8th Avenue,532,Kirkland,Washington
0,Dogwood Lane Southeast,7453,Snoqualmie,Washington
0,Bear Creek Lane Northeast,14615,Cottage Lake,Washington
0,North 37th Street,1901,Seattle,Washington
0,Somerset Drive Southeast,4681,Bellevue,Washington
0,102nd Avenue Northeast,12743,Kirkland,Washington
0,Odin Way,9221,Bothell,Washington
0,34th Avenue Southwest,9020,Seattle,Washington
0,East Plateau Trail,NA,Sammamish,Washington
0,Southeast 291st Street,21317,Kent,Washington
0,117th Avenue Southeast,6605,Bellevue,Washington
0,Northeast 87th Place,22914,Union Hill-Novelty Hill,Washington
0,Southeast 236th Place,14028,Kent,Washington
0,165th Avenue Northeast,2619,Bellevue,Washington
0,18th Avenue,1129,Seattle,Washington
0,Index Avenue Southeast,332,Renton,Washington
0,261st Avenue Southeast,2875,Sammamish,Washington
0,West Mercer Way,NA,Mercer Island,Washington
0,Abrams Avenue,32804,NA,Washington
0,244th Place Southeast,4166,Sammamish,Washington
0,East Temperance Street,802,Kent,Washington
0,114th Avenue Southeast,7132,NA,Washington
0,Chinook Avenue,397,Enumclaw,Washington
0,A Street Southeast,5450,Auburn,Washington
0,Southeast 233rd Street,11805,Kent,Washington
0,West Hayes Street,3000,Seattle,Washington
0,Fremont Avenue North,16569,Shoreline,Washington
0,Fremont Avenue North,16569,Shoreline,Washington
0,South Thistle Street,4248,Seattle,Washington
0,North 73rd Street,742,Seattle,Washington
0,37th Avenue South,14002,Tukwila,Washington
0,Northeast 29th Street,16213,Bellevue,Washington
0,Southeast 37th Street,21842,Sammamish,Washington
0,2nd Avenue Northeast,8236,Seattle,Washington
0,160th Court Southeast,15617,Renton,Washington
0,39th Place Southwest,32624,Federal Way,Washington
0,168th Avenue Southeast,442,Bellevue,Washington
0,42nd Avenue South,34240,Auburn,Washington
0,Southwest 306th Place,2127,Federal Way,Washington
0,Northeast 132nd Place,22841,NA,Washington
0,Northeast 132nd Place,22841,NA,Washington
0,45th Avenue South,25302,Kent,Washington
0,Southeast 299th Place,11229,Auburn,Washington
0,26th Avenue South,11022,Burien,Washington
0,North 143rd Street,1529,Seattle,Washington
0,Southeast Newport Way,NA,Bellevue,Washington
0,303rd Avenue Southeast,39406,Enumclaw,Washington
0,3rd Avenue Northwest,10113,Seattle,Washington
0,164th Place Southeast,14514,Renton,Washington
0,Latona Avenue Northeast,4744,Seattle,Washington
0,103rd Court Northeast,20033,Bothell,Washington
0,Northeast 62nd Court,15353,Redmond,Washington
0,Southwest 327th Place,3330,Federal Way,Washington
0,258th Avenue Southeast,4168,Sammamish,Washington
0,Southeast 252nd Avenue,24349,Maple Valley,Washington
0,Southwest Morgan Street,4109,Seattle,Washington
0,Northeast 175th Street,7721,Kenmore,Washington
0,Quincy Avenue Southeast,5020,Auburn,Washington
0,Northeast 1st Place,6827,Renton,Washington
0,Southeast 236th Place,21847,Maple Valley,Washington
0,Jones Avenue Northeast,2623,Renton,Washington
0,185th Avenue Southeast,NA,NA,Washington
0,Southeast 255th Place,16979,Covington,Washington
0,8th Avenue South,13602,Burien,Washington
0,Northeast 62nd Street,4018,Seattle,Washington
0,Northeast 107th Place,12823,Kirkland,Washington
0,19th Avenue South,826,Seattle,Washington
0,47th Street Southeast,706,Auburn,Washington
0,Southeast 273rd Street,22716,Maple Valley,Washington
0,Camas Avenue Southeast,281,Renton,Washington
0,Southeast 43rd Way,25016,Sammamish,Washington
0,South Findlay Street,4547,Seattle,Washington
0,Southeast 323rd Street,11231,Auburn,Washington
0,35th Avenue South,709,Seattle,Washington
0,152nd Place Southeast,291,Bellevue,Washington
0,114th Avenue Northeast,6504,Kirkland,Washington
0,227th Place Northeast,2592,Sammamish,Washington
0,175th Avenue Southeast,4633,Bellevue,Washington
0,Harvard Avenue East,1900,Seattle,Washington
0,103rd Place Southeast,22115,Kent,Washington
0,Northeast 148th Street,10642,Bothell,Washington
0,16th Avenue South,27037,Des Moines,Washington
0,20th Avenue South,12208,Burien,Washington
0,Northeast 98th Street,2046,Seattle,Washington
0,Fauntleroy Way Southwest,5650,Seattle,Washington
0,Elm Street Southeast,1402,Auburn,Washington
0,36th Avenue Northeast,5224,Seattle,Washington
0,10th Avenue West,2418,Seattle,Washington
0,Northeast 11th Street,8714,Bellevue,Washington
0,32nd Avenue,804,Seattle,Washington
0,Bagley Avenue North,4417,Seattle,Washington
0,111th Avenue Northeast,15000,Bothell,Washington
0,Northeast 160th Place,12505,Woodinville,Washington
0,Northeast 77th Place,7627,Union Hill-Novelty Hill,Washington
0,East Gwinn Place,895,Seattle,Washington
0,161st Place Southeast,24923,Covington,Washington
0,13th Avenue Southwest,9421,Seattle,Washington
0,Delridge Way Southwest,8617,Seattle,Washington
0,145th Avenue Southeast,2005,Bellevue,Washington
0,92nd Place Southeast,7406,Mercer Island,Washington
0,214th Avenue Northeast,18692,Cottage Lake,Washington
0,Northeast 103rd Street,11411,Kirkland,Washington
0,Southeast 272nd Street,19844,Covington,Washington
0,Southeast 47th Street,9256,Mercer Island,Washington
0,Northeast 157th Street,22368,NA,Washington
0,Meadow Avenue North,2411,Renton,Washington
0,31st Avenue Southwest,5930,Seattle,Washington
0,129th Place Southeast,15805,Renton,Washington
0,Northeast 83rd Street,2202,Seattle,Washington
0,228th Avenue Southeast,26616,Maple Valley,Washington
0,108th Avenue Southeast,22813,Kent,Washington
0,South Hinds Street,2207,Seattle,Washington
0,46th Avenue Southwest,5910,Seattle,Washington
0,3rd Street Northeast,1701,Auburn,Washington
0,Northeast 33rd Street,18024,Redmond,Washington
0,57th Place South,30127,Auburn,Washington
0,11th Avenue Southwest,7500,Seattle,Washington
0,Southeast 190th Place,11201,Renton,Washington
0,25th Avenue Northeast,6035,Seattle,Washington
0,Northwest 51st Street,909,Seattle,Washington
0,Southeast 214th Place,10891,Kent,Washington
0,17th Avenue Southwest,8442,Seattle,Washington
0,Southeast 160th Street,12611,Renton,Washington
0,13th Place South,25820,Des Moines,Washington
0,Northeast 104th Street,31703,NA,Washington
0,43rd Avenue South,18128,SeaTac,Washington
0,91st Avenue Southeast,7238,Mercer Island,Washington
0,34th Avenue Southwest,4042,Seattle,Washington
0,Northeast 58th Street,10220,Kirkland,Washington
0,117th Avenue Southeast,22027,Kent,Washington
0,South Orchard Street,5150,Seattle,Washington
0,North Northgate Way,1200,Seattle,Washington
0,West Spring Lake Drive Southeast,17963,Renton,Washington
0,Rockery Drive South,7429,Seattle,Washington
0,Northeast 123rd Street,10627,Kirkland,Washington
0,220th Place Southeast,29020,NA,Washington
0,Southeast 334th Place,20520,Auburn,Washington
0,Sycamore Avenue Northwest,7028,Seattle,Washington
0,View Avenue Northwest,9239,Seattle,Washington
0,237th Avenue Southeast,27425,Maple Valley,Washington
0,Northeast 162nd Street,1318,Shoreline,Washington
0,Southeast 275th Place,13701,Kent,Washington
